run_id,R_a,R_b,R_c,DG1_PWM1,DG1_PWM2,DG1_PWM3,DG1_PWM4,DG1_PWM5,DG1_PWM6,DG2_PWM1,DG2_PWM2,DG2_PWM3,DG2_PWM4,DG2_PWM5,DG2_PWM6,V1_a,V1_b,V1_c,I1_a,I1_b,I1_c,V2_a,V2_b,V2_c,I2_a,I2_b,I2_c,I1mean_a,I1mean_b,I1mean_c,I2mean_a,I2mean_b,I2mean_c
219,96,32,32,1,1,0,1,1,1,0,1,1,1,1,1,259.4825133,239.7370653,194.4360193,25.6363058,52.22352741,55.2233883,254.652817,242.6345446,200.4771182,23.24131184,54.0971716,55.62811007,-0.8592806668,-36.11558115,36.97443427,0.8093974152,36.25041223,-37.06024876
220,96,32,32,1,1,0,1,1,1,1,0,1,1,1,1,259.0991818,241.9472286,192.0179951,9.656688486,4.145752423,9.634198555,258.0325013,242.4826619,194.163591,7.655008885,8.177428141,10.89834956,-6.880881139,-1.526807491,8.407753737,6.832292405,1.508863517,-8.341089414
221,96,32,32,1,1,0,1,1,1,1,1,0,1,1,1,337.5804113,278.1069736,317.0594928,16.8960397,10.22407339,17.04684198,339.3703529,281.9973575,318.412889,17.07102022,12.78630397,14.55471057,-14.09889577,0.2646823371,13.83405969,12.3530154,-6.064405406,-6.288848254
222,96,32,32,1,1,0,1,1,1,1,1,1,0,1,1,261.2165758,242.667452,188.3991305,32.81094437,7.544978117,38.25319091,261.302292,243.3706372,188.9200959,32.7978859,7.49307534,38.16002222,-30.87898748,-4.831645346,35.71043909,30.849613,4.785816527,-35.63563617
223,96,32,32,1,1,0,1,1,1,1,1,1,1,0,1,263.8515479,238.1565955,192.3525507,63.81808726,26.48618125,61.45386668,257.8357961,245.5014569,190.7310582,63.48173476,30.93646285,59.8211073,-41.74401577,0.3942532725,41.34963396,41.60513194,-0.5804915197,-41.02473254
224,96,32,32,1,1,0,1,1,1,1,1,1,1,1,0,256.829963,242.8876234,193.5368479,9.920116573,8.119018327,6.876514936,255.5353918,245.0328593,194.1297312,9.448644656,11.21473454,3.059819191,8.116859319,-7.220907275,-0.8959744434,-8.15514825,7.268125433,0.886990026
225,96,32,32,1,1,1,0,1,1,1,1,1,1,1,1,258.8974178,242.1176737,192.0312863,8.90955191,4.182902463,8.896125979,257.8681978,242.6281727,194.1877513,6.721900843,8.137232324,10.30321341,6.348675033,1.563775001,-7.912451957,-6.304078625,-1.55091189,7.854988378
226,96,32,32,1,1,1,0,1,1,0,1,1,1,1,1,259.1297412,241.8890999,192.0841307,10.31589129,4.136950391,10.30082249,258.0618096,242.4557323,194.1892678,8.51371011,8.186111676,11.43691684,7.147102027,1.585589251,-8.732730944,-7.096477742,-1.565246664,8.661696998
227,96,32,32,1,1,1,0,1,1,1,0,1,1,1,1,259.6496545,239.4616769,194.4645696,27.69261487,54.43103241,57.87573195,254.3354275,242.5597198,200.6794328,25.3040744,56.32339559,58.21263101,0.9659652006,37.57211354,-38.53817093,-0.9112304766,-37.71148047,38.62261419
228,96,32,32,1,1,1,0,1,1,1,1,0,1,1,1,261.2164099,242.6697061,188.404427,32.74769845,7.547011036,38.18763003,261.2945685,243.3720384,188.930408,32.73125187,7.493617918,38.09530236,30.81524688,4.829925343,-35.64535479,-30.78577114,-4.786869694,35.57246401
229,96,32,32,1,1,1,0,1,1,1,1,1,0,1,1,338.1265412,279.0029392,316.9080257,14.28768305,8.645527943,14.54793496,339.6472422,282.2562796,318.5299714,14.79645164,11.48415633,13.64454945,9.979872943,0.1197758946,-10.09986619,-8.229354111,5.703756295,2.525320076
230,96,32,32,1,1,1,0,1,1,1,1,1,1,0,1,258.029898,243.1444414,192.4124239,12.78445171,11.33236372,7.242206274,256.7662451,245.4486212,192.9998924,12.47356919,13.75770947,3.377547093,-10.2891567,9.62939721,0.6597279551,10.35444155,-9.703574082,-0.6509221791
231,96,32,32,1,1,1,0,1,1,1,1,1,1,1,0,261.6852959,239.8790203,191.9792444,47.51051188,17.87523156,46.12781597,257.6794182,245.2943047,192.088444,47.21103688,22.73973411,44.9083128,31.78541254,0.04544834187,-31.83212877,-31.6709157,0.09284879095,31.57681307
232,96,32,32,1,1,1,1,0,1,1,1,1,1,1,1,255.1928834,243.7227947,194.5654897,6.559403381,8.835201502,3.347089614,256.5619588,243.1278278,194.98244,7.233084418,4.944735845,6.593692148,5.732955883,-4.378674362,-1.354302192,-5.704897957,4.331647684,1.373239648
233,96,32,32,1,1,1,1,0,1,0,1,1,1,1,1,255.1635375,243.725735,194.6029514,6.778422348,9.058692942,3.206746108,256.561387,243.0635406,195.0649968,7.394223636,5.226277123,6.705794718,5.861634688,-4.632626125,-1.229037452,-5.833036995,4.586125863,1.246886565
234,96,32,32,1,1,1,1,0,1,1,0,1,1,1,1,253.828493,245.7476328,195.1470654,10.01661233,25.21210841,22.63426617,254.0927769,244.3898995,197.6306066,8.064258526,25.0457799,24.35894092,1.266824974,14.85814046,-16.12515202,-1.237024749,-15.04179755,16.27860524
235,96,32,32,1,1,1,1,0,1,1,1,0,1,1,1,257.8964333,244.1588602,190.4433693,64.35123345,31.52085623,60.73287353,264.0902631,238.0441222,193.3605364,64.59038496,26.89370241,62.12132585,42.08517418,-0.4526000641,-41.63268804,-42.14855903,0.3450969326,41.8033788
236,96,32,32,1,1,1,1,0,1,1,1,1,0,1,1,259.3342847,245.8316976,190.1572663,15.53431196,16.87750209,4.512625154,260.3876374,244.7046743,190.3870116,15.53871568,14.81631381,7.487171914,13.2522128,-12.30444917,-0.947369135,-13.10819263,12.14559623,0.9629753514
237,96,32,32,1,1,1,1,0,1,1,1,1,1,0,1,441.4028571,284.2043674,187.9993953,19.83399436,24.57849546,15.62059544,440.5805892,281.1047377,182.4366288,21.17569201,23.18884965,12.90335753,-11.7650115,19.05306634,-7.286967933,16.58768054,-20.37572263,3.789032735
238,96,32,32,1,1,1,1,0,1,1,1,1,1,1,0,252.7655794,245.149476,195.7438063,23.0020385,19.1368255,6.047542658,252.806849,245.8382836,196.314449,22.95929035,19.14006998,6.049249249,21.99904809,-17.87463543,-4.124607782,-21.98042014,17.84783476,4.132387845
239,96,32,32,1,1,1,1,1,0,1,1,1,1,1,1,255.1948496,243.7230779,194.5654073,6.592271945,8.8666276,3.342765478,256.5636353,243.1190046,194.9846933,7.255170528,4.980643953,6.59944352,-5.761572982,4.417722818,1.34383276,5.73339879,-4.370729955,-1.362691546
240,96,32,32,1,1,1,1,1,0,0,1,1,1,1,1,256.5318604,242.0634633,195.088754,4.746071763,9.266052319,5.140832169,257.3304689,241.3597168,196.4391575,3.656822154,7.619486079,8.638684362,1.165775082,-6.192547485,5.026759783,-1.16070333,6.226588366,-5.065892518
241,96,32,32,1,1,1,1,1,0,1,0,1,1,1,1,255.4775969,245.5679416,193.0095864,42.11332141,42.66776513,14.51595793,255.2325398,242.8825309,197.4266226,41.35967104,42.31496109,19.03295417,-28.73768142,27.75455939,0.9827726435,28.59948751,-27.60397695,-0.995847106
242,96,32,32,1,1,1,1,1,0,1,1,0,1,1,1,256.8451195,244.805542,192.0540648,13.16480139,14.84609302,3.446865934,258.1462002,243.8223981,192.5152895,13.32763137,12.53504178,7.146017441,-9.924480149,9.031174874,0.8934352442,9.835499859,-8.93059264,-0.9047473534
243,96,32,32,1,1,1,1,1,0,1,1,1,0,1,1,257.9822472,244.3245163,190.8755567,59.3812968,29.28066845,55.95918329,263.4493101,238.7312505,193.1688665,59.58905884,24.53872389,57.23839334,-39.17124751,0.4937952366,38.67748201,39.23240853,-0.3950221281,-38.83738338
244,96,32,32,1,1,1,1,1,0,1,1,1,1,0,1,252.7607365,245.1375812,195.7444167,23.01677627,19.1487998,6.047970407,252.8089791,245.8399009,196.3140033,22.97868172,19.15765674,6.0488592,-22.01241623,17.88666502,4.125563006,21.99363664,-17.86299665,-4.130823663
245,96,32,32,1,1,1,1,1,0,1,1,1,1,1,0,441.3973077,284.326501,188.3303778,19.67208641,24.88724439,16.62979114,440.7397094,281.4136386,183.1653996,21.02268811,23.44948429,14.3930677,11.23176499,-18.10632431,6.872096932,-16.06855714,19.42869339,-3.363302215
246,32,96,32,1,1,1,1,1,1,1,1,1,1,1,1,194.5282766,256.7170208,242.208493,3.732490681,1.874294513,4.778425069,194.9508216,256.9130045,242.8571518,3.598127571,2.406158887,4.305075184,0.002946334824,0.00443713381,-0.007350778269,-0.002934782448,-0.004468894601,0.007427539396
247,32,96,32,1,1,1,1,1,1,0,1,1,1,1,1,194.554103,256.2500411,242.661144,6.517087143,7.664004624,5.261626231,195.2016196,255.0959157,244.5782368,3.286322826,7.020721656,8.954254637,1.436925234,-6.16986111,4.732953086,-1.419760532,6.188887608,-4.769100727
248,32,96,32,1,1,1,1,1,1,1,0,1,1,1,1,194.5529803,256.2543828,242.659463,6.527106436,7.687743262,5.281245584,195.2002285,255.0921215,244.5819375,3.278161431,7.039531885,8.981912705,-1.423393778,6.182970436,-4.759555559,1.406182698,-6.202157575,4.796003393
249,32,96,32,1,1,1,1,1,1,1,1,0,1,1,1,194.9373914,256.7258472,241.9835889,4.534311679,4.647412014,8.893318101,196.2297352,257.5073918,241.3458013,8.137180114,3.644105962,7.203095587,4.399938831,1.370605632,-5.770519444,-4.434820343,-1.364743103,5.799597096
250,32,96,32,1,1,1,1,1,1,1,1,1,0,1,1,194.933146,256.7257311,241.9866878,4.512504708,4.647871176,8.881028205,196.2195656,257.5031176,241.3456911,8.106608501,3.636763845,7.177638702,-4.37694494,-1.370328985,5.747293865,4.411503975,1.364481164,-5.775963303
251,32,96,32,1,1,1,1,1,1,1,1,1,1,0,1,193.9409006,257.4472595,242.0083233,10.04044516,6.233898738,8.262993184,192.7241217,258.7350429,242.8498287,8.432524659,8.654585985,4.044851097,-7.234681849,5.764499687,1.47021118,7.257120354,-5.794875741,-1.462217824
252,32,96,32,1,1,1,1,1,1,1,1,1,1,1,0,193.9319782,257.4506067,242.0065181,10.05838639,6.275005518,8.269624259,192.7158373,258.7471077,242.8434948,8.468315715,8.692964842,4.035305849,7.261740547,-5.801836328,-1.45987349,-7.284519594,5.832231058,1.452314785
253,32,96,32,0,1,1,1,1,1,1,1,1,1,1,1,194.562422,255.1969786,243.7207967,3.352219903,6.571618421,8.839675075,194.9786706,256.5647995,243.1255108,6.591071246,7.244363434,4.954511678,-1.356909739,5.747003356,-4.390064698,1.375630146,-5.718977627,4.343388669
254,32,96,32,0,1,1,1,1,1,0,1,1,1,1,1,188.1840143,441.0988647,284.4054805,15.17865806,19.89943791,24.24660517,182.8303621,440.2426714,281.4562984,12.50084397,21.30163588,23.13801834,-7.113612692,-11.89756636,19.01060234,3.610796772,16.71391324,-20.32527812
255,32,96,32,0,1,1,1,1,1,1,0,1,1,1,1,195.726146,252.7730283,245.1351699,6.048666436,23.02399324,19.15519243,196.2962886,252.8217799,245.8374319,6.049756473,22.9882645,19.16685511,-4.125505251,22.02297638,-17.89717489,4.131882583,-22.00479294,17.87320962
256,32,96,32,0,1,1,1,1,1,1,1,0,1,1,1,193.07836,255.4467945,245.5550036,15.82113383,41.78925783,42.81948269,197.6157977,255.2529324,243.0456679,20.23457592,41.03743797,42.64968251,-0.3063627851,28.48781114,-28.18166874,0.316804414,-28.35002422,28.03314822
257,32,96,32,0,1,1,1,1,1,1,1,1,0,1,1,195.0950171,256.5220587,242.0763191,5.198549785,4.758355691,9.29619687,196.4496515,257.3206611,241.3708835,8.674977075,3.659407792,7.646909246,-5.051695578,-1.157043982,6.208826827,5.091220299,1.151804915,-6.242938722
258,32,96,32,0,1,1,1,1,1,1,1,1,1,0,1,191.1629401,257.7754225,243.8958228,55.07378176,57.41582241,26.63407857,193.4530276,263.5090549,238.9174369,56.37261045,57.74592999,21.7985012,-38.06244065,37.66692042,0.3958246234,38.21669543,-37.73418787,-0.4822107256
259,32,96,32,0,1,1,1,1,1,1,1,1,1,1,0,191.5830987,257.3454872,245.1681719,3.75218713,14.01232151,15.66444382,191.983442,258.5249407,244.1502949,7.182567967,14.07277884,13.53767197,-1.002667884,10.70049238,-9.698183984,1.013085468,-10.59740022,9.583958586
260,32,96,32,1,0,1,1,1,1,1,1,1,1,1,1,194.5634938,255.1954072,243.7229793,3.348259113,6.563789135,8.840964346,194.980206,256.5659273,243.12397,6.592980297,7.239372265,4.940810879,1.354499679,-5.734929977,4.380479533,-1.373253159,5.70677612,-4.3334718
261,32,96,32,1,0,1,1,1,1,0,1,1,1,1,1,195.7227326,252.7821491,245.1265524,6.048083671,22.97094555,19.10256143,196.2925494,252.8302905,245.8320088,6.049029398,22.93339911,19.11439456,4.125152648,-21.97252136,17.84762776,-4.131599403,21.95341192,-17.82155958
262,32,96,32,1,0,1,1,1,1,1,0,1,1,1,1,188.1006333,441.3630901,284.2943232,15.161246,19.15946879,23.73570331,182.9380812,440.6473575,281.4317867,12.68432211,20.60742607,22.47714029,6.763756723,11.36142149,-18.12435126,-3.257808778,-16.19220086,19.45094361
263,32,96,32,1,0,1,1,1,1,1,1,0,1,1,1,195.0809162,256.5368079,242.0686546,5.107668813,4.745083197,9.263502286,196.4231418,257.3342933,241.3602288,8.609333408,3.654619701,7.590770576,4.998497314,1.170092236,-6.168563025,-5.037478247,-1.165068386,6.202576983
264,32,96,32,1,0,1,1,1,1,1,1,1,0,1,1,191.9841885,255.4664993,246.6545477,22.19297321,54.51216123,55.95198538,197.9583616,254.2817418,243.0146438,26.35861167,53.61584127,55.81115606,0.2483323126,-36.69769681,36.44940288,-0.2551696273,36.52030353,-36.26509737
265,32,96,32,1,0,1,1,1,1,1,1,1,1,0,1,190.7335401,258.8409233,244.2107123,3.922728252,15.84312385,16.70097323,191.2270793,260.5708396,243.6071704,7.860262688,16.16085969,14.92739159,0.3255372065,-12.65723289,12.33024333,-0.3431355507,12.53053825,-12.18880687
266,32,96,32,1,0,1,1,1,1,1,1,1,1,1,0,190.8004031,257.874372,244.2294,57.62665631,60.72363153,29.29675801,193.3753393,263.6897188,238.4515734,58.96862458,60.98944279,24.51357802,39.67842938,-39.77469545,0.09727788272,-39.83842295,39.83708695,0.002420266367
267,32,96,32,1,1,0,1,1,1,1,1,1,1,1,1,195.5658437,257.366616,240.856746,7.831130748,3.493776433,6.953622454,195.278947,256.9096107,242.7402694,4.133189981,4.70769683,8.35091575,-4.089763062,-1.317769447,5.407567453,4.031952269,1.320616801,-5.352543599
268,32,96,32,1,1,0,1,1,1,0,1,1,1,1,1,194.6277512,256.2573737,242.5995174,6.621252499,7.866376337,5.583058151,195.2326846,255.0763026,244.5842333,3.141571808,7.278910353,9.213498503,1.33420266,-6.313355627,4.97918606,-1.318797417,6.3327977,-5.013960293
269,32,96,32,1,1,0,1,1,1,1,0,1,1,1,1,195.9001778,257.0829992,240.8826336,8.726494207,3.568871944,7.660969001,195.5304207,256.5836251,242.8847009,5.240850721,4.889839968,9.046956101,-5.174293509,-0.9769680497,6.151289923,5.103217425,0.9791018579,-6.082288594
270,32,96,32,1,1,0,1,1,1,1,1,0,1,1,1,288.0798266,276.8625797,359.3336113,29.28061438,22.26976506,25.07761551,289.1926532,278.6325078,360.3461802,29.05742644,22.40769952,23.82891856,-6.180934274,0.0383972407,6.141219029,1.762860104,-2.84408719,1.080148009
271,32,96,32,1,1,0,1,1,1,1,1,1,0,1,1,196.6436026,259.5455806,238.1430488,25.70955307,5.111299673,29.80566955,197.1917649,259.6735577,238.7695079,25.65716261,5.112134573,29.70314583,-24.46955201,-3.502777887,27.97261315,24.39907415,3.499017725,-27.89780163
272,32,96,32,1,1,0,1,1,1,1,1,1,1,0,1,200.0771206,254.105284,241.6172059,54.37099003,22.9725645,52.78557179,195.249726,259.1707386,240.1881439,53.68929481,25.3860114,50.60521533,-35.94364058,0.6039061631,35.33980544,35.65729191,-0.6512481806,-35.00599438
273,32,96,32,1,1,0,1,1,1,1,1,1,1,1,0,193.8540285,257.7113476,241.8336686,11.34264646,8.291360922,8.337408018,192.680368,259.0276768,242.6079271,10.03598284,10.21259875,4.004941332,8.283115359,-6.794091006,-1.488991547,-8.317605347,6.830281259,1.487351591
274,32,96,32,1,1,1,0,1,1,1,1,1,1,1,1,195.5656436,257.3726471,240.8517216,7.838426766,3.495389628,6.966316293,195.2794549,256.9164831,242.7352916,4.150786715,4.707259933,8.362451237,4.107655426,1.319835088,-5.427448589,-4.049595981,-1.32289397,5.372525791
275,32,96,32,1,1,1,0,1,1,0,1,1,1,1,1,195.9491325,257.0501246,240.9221534,9.028744142,3.563306073,7.953384669,195.5358719,256.5601765,242.9047103,5.662103075,4.919788455,9.217728036,5.367560115,0.9566007044,-6.324049144,-5.294122543,-0.9588820631,6.253122856
276,32,96,32,1,1,1,0,1,1,1,0,1,1,1,1,197.4075848,253.7970093,242.699303,25.10454566,51.66474732,53.76873616,192.8409689,254.9570883,247.653445,20.79527782,52.45692529,53.69402537,-0.3569111886,35.19625655,-34.83932315,0.4113507484,-35.3031856,34.89185996
277,32,96,32,1,1,1,0,1,1,1,1,0,1,1,1,196.6451453,259.5471056,238.1375539,25.72108673,5.107343991,29.81468015,197.2020005,259.676812,238.7730361,25.67280258,5.109748162,29.71997667,24.47852806,3.502626445,-27.98088144,-24.40849176,-3.50003315,27.90879604
278,32,96,32,1,1,1,0,1,1,1,1,1,0,1,1,288.0578728,274.8190214,358.7414919,24.68957451,14.19070756,22.28992566,290.4673043,280.6746846,361.0770839,23.86053934,16.25599726,19.75255451,22.54029767,-4.49491603,-18.04488403,-18.04778031,7.32055637,10.72786505
279,32,96,32,1,1,1,0,1,1,1,1,1,1,0,1,193.8398914,257.6782438,241.8431434,11.0340274,7.796102369,8.323665648,192.6437695,258.982295,242.631668,9.649550807,9.825963684,4.004522075,-8.06345184,6.599072735,1.464334885,8.096178172,-6.634217244,-1.46200332
280,32,96,32,1,1,1,0,1,1,1,1,1,1,1,0,199.3497818,254.6685167,241.3863357,49.67609682,20.90270419,48.15868263,195.201447,259.2879731,240.5452863,49.06019017,23.35718559,46.13225057,33.2045531,-0.7020119993,-32.50274642,-32.93763244,0.74480722,32.19264351
281,32,96,32,1,1,1,1,0,1,1,1,1,1,1,1,192.0244028,258.8867855,242.1166891,8.898152709,8.900440713,4.185723984,194.1841579,257.8684329,242.6283174,10.3146674,6.722854395,8.132914157,7.919781715,-6.353711029,-1.566037193,-7.862057875,6.309027226,1.553058032
282,32,96,32,1,1,1,1,0,1,0,1,1,1,1,1,192.6563625,261.0124706,240.7289373,38.60173028,38.44026967,10.41913252,193.0618906,257.2290829,244.259016,37.50488121,37.81895736,15.76956644,26.87420608,-25.44586639,-1.428440085,-26.66470481,25.33689347,1.32770183
283,32,96,32,1,1,1,1,0,1,1,0,1,1,1,1,193.0290425,257.7499956,242.5730924,7.510457324,13.99125913,12.8109176,193.4985466,256.2397447,244.6603401,2.974487398,13.60211235,14.89448082,-0.4333004421,9.574130868,-9.143917443,0.4205808206,-9.626005269,9.202419099
284,32,96,32,1,1,1,1,0,1,1,1,0,1,1,1,194.4215603,259.618537,239.4935418,57.21261456,27.27661692,53.86317212,200.5926364,254.3923241,242.5356219,57.56002847,24.88424387,55.75056359,38.10635532,-0.9013263395,-37.20497677,-38.19000403,0.8472557975,37.34280884
285,32,96,32,1,1,1,1,0,1,1,1,1,0,1,1,192.0002596,259.0489374,241.9961455,9.292680878,9.310146251,4.13770717,194.1794843,257.9953189,242.5212264,10.64887221,7.212779901,8.190058849,8.274520493,-6.791172023,-1.483302229,-8.211367301,6.743615325,1.467800843
286,32,96,32,1,1,1,1,0,1,1,1,1,1,0,1,316.9321023,338.1162845,278.562885,14.20485135,13.88726957,8.206409437,318.2848086,339.5375547,281.5931796,13.96563026,14.87262726,10.77092288,9.181519243,-8.600396291,-0.5811799661,-1.617283498,6.848581927,-5.2313003
287,32,96,32,1,1,1,1,0,1,1,1,1,1,1,0,188.3943978,261.232171,242.6661752,38.15550741,32.71434799,7.547863148,188.911434,261.3016493,243.3690106,38.05958951,32.69612805,7.493610471,35.6166804,-30.78645251,-4.829969633,-35.54277923,30.75632575,4.786697375
288,32,96,32,1,1,1,1,1,0,1,1,1,1,1,1,192.0283403,258.8974412,242.1144862,8.908430128,8.915919843,4.192052036,194.1821573,257.8698445,242.6248211,10.30706331,6.730809531,8.130617354,-7.924254703,6.354375608,1.569895154,7.866407937,-6.309831847,-1.556564993
289,32,96,32,1,1,1,1,1,0,0,1,1,1,1,1,192.3694097,257.5958983,243.3315804,7.042518473,11.362871,10.22319139,193.0013639,256.4475,245.6500244,3.492475776,11.22815519,12.92825422,0.8833942678,-9.744055463,8.860402718,-0.879843131,9.807857297,-8.928262842
290,32,96,32,1,1,1,1,1,0,1,0,1,1,1,1,192.4059108,263.4698241,238.5058437,58.45678424,60.36465653,24.114959,191.0932601,257.8379238,245.5276901,56.88450744,60.00771333,28.7330962,-39.5086628,39.54408983,-0.03505041042,39.2002271,-39.40994785,0.2101550256
291,32,96,32,1,1,1,1,1,0,1,1,0,1,1,1,192.0173302,259.09377,241.9475257,9.645550204,9.659049153,4.138295618,194.1646039,258.0323882,242.4875246,10.90952897,7.669009642,8.178232234,-8.409732205,6.882545616,1.527194453,8.343223786,-6.834023958,-1.50918218
292,32,96,32,1,1,1,1,1,0,1,1,1,0,1,1,194.4640466,259.7478231,239.7005397,54.70921938,26.30414627,51.3426443,200.1872499,254.7375635,242.3874211,55.0088237,23.88756291,53.15033521,-36.67461471,1.029213207,35.6451535,36.7558685,-0.977559508,-35.77857378
293,32,96,32,1,1,1,1,1,0,1,1,1,1,0,1,188.3920433,261.2312712,242.6585015,38.12803395,32.68633482,7.547629482,188.911231,261.3026871,243.3607622,38.03283728,32.66876657,7.493093614,-35.59161462,30.76054973,4.831302682,35.51766067,-30.73162694,-4.785780892
294,32,96,32,1,1,1,1,1,0,1,1,1,1,1,0,317.3250999,338.182611,279.8444123,16.25955043,15.71113437,9.537162788,318.5710243,339.4734821,282.2929771,13.94159094,15.70379645,10.95071482,-11.9644343,11.25258436,0.7151732058,4.409453785,-9.513364672,5.107352703
295,32,24,32,1,1,1,1,1,1,1,1,1,1,1,1,243.8596708,217.3852009,227.9442045,4.53142049,5.33431424,4.226922762,244.5640435,218.1812579,228.5346609,4.613520226,5.084841676,4.334717859,0.00654807052,-0.01735152441,0.01074957073,-0.006583152978,0.01671727194,-0.01018308141
296,32,24,32,1,1,1,1,1,1,0,1,1,1,1,1,243.6199076,217.0056904,228.6461157,8.215340166,10.92058841,6.262900495,244.4764071,216.2461676,230.6012124,4.137303147,9.638051619,10.45712602,1.616239063,-7.65946317,6.043180883,-1.601787612,7.697434401,-6.095690322
297,32,24,32,1,1,1,1,1,1,1,0,1,1,1,1,243.6249492,217.010498,228.6356592,8.217562767,10.89207135,6.204196624,244.4799415,216.2518771,230.5947848,4.133491379,9.593399399,10.42351988,-1.614784528,7.605201933,-5.990474446,1.600387359,-7.644334367,6.043890227
298,32,24,32,1,1,1,1,1,1,1,1,0,1,1,1,244.5733617,217.1940634,227.4274205,6.508650733,9.142123261,10.57999896,246.8193648,217.9847567,226.4077748,10.75383201,4.034280116,9.498191626,6.114938446,1.725439478,-7.84042768,-6.16868722,-1.706639271,7.875277518
299,32,24,32,1,1,1,1,1,1,1,1,1,0,1,1,244.5727264,217.1916818,227.4267077,6.529290355,9.141890235,10.59377326,246.8194629,217.9844711,226.4079371,10.76581465,4.039648631,9.515289039,-6.134501598,-1.727919861,7.862370529,6.188371901,1.707644234,-7.896067325
300,32,24,32,1,1,1,1,1,1,1,1,1,1,0,1,243.5399421,217.9696161,227.8291554,9.902873766,6.145658361,7.628600938,242.7962937,220.2213709,228.6098592,9.053437406,10.58701384,3.861490964,-7.237277639,5.62788842,1.609339365,7.27354745,-5.683260046,-1.590332538
301,32,24,32,1,1,1,1,1,1,1,1,1,1,1,0,243.5361261,217.9707608,227.8312706,9.891695924,6.131491304,7.623728182,242.7944505,220.220599,228.6134788,9.042479872,10.57936673,3.869854131,7.227179851,-5.612115063,-1.615113454,-7.263337948,5.666207692,1.597078559
302,32,24,32,0,1,1,1,1,1,1,1,1,1,1,1,243.7168795,215.508008,230.0142849,4.119419871,9.439794646,10.23314198,244.2687616,217.8171237,229.2834774,8.205420147,10.43430579,6.119408463,-1.591495944,7.540638705,-5.949184693,1.590932029,-7.450194961,5.859215382
303,32,24,32,0,1,1,1,1,1,0,1,1,1,1,1,271.529441,341.7143823,311.1989041,16.37580332,20.06603139,21.61700993,274.2259483,342.999398,312.6418168,16.88994552,16.47808591,20.70066048,-1.272028919,13.26879632,-11.9975417,-4.606649223,-3.4589809,8.064643112
304,32,24,32,0,1,1,1,1,1,1,0,1,1,1,1,244.2271145,212.9349322,231.9474644,7.57093061,33.9222192,28.4319352,244.9351042,213.7103587,232.5663383,7.541173607,33.75722482,28.37694028,-5.080776443,31.59570806,-26.51495076,5.054144726,-31.48458111,26.4304165
305,32,24,32,0,1,1,1,1,1,1,1,0,1,1,1,239.7089506,216.2407579,235.1797643,29.09919343,63.69503812,66.4123948,247.6506244,214.275054,229.5609415,33.9124144,61.03116145,65.76405464,1.210765641,42.52052786,-43.73130974,-1.366991503,-42.02247912,43.38944862
306,32,24,32,0,1,1,1,1,1,1,1,1,0,1,1,244.7848406,216.5377367,227.8435633,8.446803336,9.382628173,11.91893096,247.2179383,217.2821915,226.7725689,12.26366697,3.84985866,11.06924983,-7.771159015,-1.383781165,9.154824002,7.835536161,1.376319018,-9.211972197
307,32,24,32,0,1,1,1,1,1,1,1,1,1,0,1,240.7376759,218.1262872,231.3133376,54.2628001,57.80092888,29.07846794,243.0184735,223.7691683,225.9884029,55.97471303,57.80779999,24.05123613,-37.67772881,38.44786116,-0.770055793,37.84436473,-38.50996528,0.6656874535
308,32,24,32,0,1,1,1,1,1,1,1,1,1,1,0,243.2033001,215.723273,230.3884903,4.017936394,10.32294714,11.16168108,243.7776043,218.1076805,229.5619874,8.382501109,11.22537299,7.282035573,-1.335084115,8.431475008,-7.096434821,1.326104963,-8.316159302,6.990006725
309,32,24,32,1,0,1,1,1,1,1,1,1,1,1,1,243.7205831,215.5095934,230.0093352,4.124087134,9.411773445,10.20336204,244.2721514,217.815467,229.2812915,8.199213708,10.42669031,6.085408174,1.600022877,-7.513782513,5.913686195,-1.599586528,7.422361675,-5.822845073
310,32,24,32,1,0,1,1,1,1,0,1,1,1,1,1,244.2254971,212.9278979,231.9486627,7.571693646,34.01430961,28.52357592,244.9330561,213.7080448,232.5781943,7.541667917,33.85659546,28.47338518,5.081154735,-31.68350188,26.60232334,-5.054282753,31.57145271,-26.517206
311,32,24,32,1,0,1,1,1,1,1,0,1,1,1,1,268.974916,341.0083412,310.8699597,11.74092536,17.92403888,17.96040773,272.4893307,342.8781692,312.853815,13.76246456,15.16518249,17.80821417,0.1416087918,-12.83001478,12.68780839,5.702566589,3.015602164,-8.719035329
312,32,24,32,1,0,1,1,1,1,1,1,0,1,1,1,244.7955125,216.582177,227.7934912,7.903491276,9.353041912,11.59111284,247.1526083,217.3324947,226.6863089,11.83057702,3.845133292,10.59556275,7.468791586,1.409264376,-8.878100758,-7.531455333,-1.403105109,8.934516657
313,32,24,32,1,0,1,1,1,1,1,1,1,0,1,1,239.4151562,216.2157714,235.4608479,30.12039604,65.98947338,68.72178609,247.5209325,213.9954511,229.4693414,34.86491557,63.27182852,68.03289671,-1.19835532,-43.93597927,45.13431337,1.362027424,43.41965914,-44.78170896
314,32,24,32,1,0,1,1,1,1,1,1,1,1,0,1,243.198458,215.7165322,230.3817963,3.991536931,10.34295539,11.18983136,243.7823353,218.1171661,229.5703101,8.407704076,11.27617773,7.363203177,1.308914566,-8.434247527,7.125358037,-1.300127112,8.317588019,-7.017431592
