run_id,R_a,R_b,R_c,DG1_PWM1,DG1_PWM2,DG1_PWM3,DG1_PWM4,DG1_PWM5,DG1_PWM6,DG2_PWM1,DG2_PWM2,DG2_PWM3,DG2_PWM4,DG2_PWM5,DG2_PWM6,V1_a,V1_b,V1_c,I1_a,I1_b,I1_c,V2_a,V2_b,V2_c,I2_a,I2_b,I2_c,I1mean_a,I1mean_b,I1mean_c,I2mean_a,I2mean_b,I2mean_c,V1f_a,V1f_b,V1f_c,I1f_a,I1f_b,I1f_c,V2f_a,V2f_b,V2f_c,I2f_a,I2f_b,I2f_c,V1ang_a,V1ang_b,V1ang_c,I1ang_a,I1ang_b,I1ang_c,V2ang_a,V2ang_b,V2ang_c,I2ang_a,I2ang_b,I2ang_c
3686,16,96,32,0,1,1,1,1,1,1,1,0,1,1,1,162.7291013,254.4356709,285.6983692,22.98070532,56.22296214,58.03580342,170.2923207,253.9044789,282.632075,29.22521649,55.43271814,58.15617326,-0.1239774508,38.06368842,-37.93968782,0.128660871,-37.88308666,37.75458263,162.3827398,252.7153979,284.6580019,10.62667343,13.22772532,13.94004433,169.5730364,253.716959,282.2811884,20.69061767,10.68362021,16.22659424,0,-137.6882721,125.0999529,142.137052,-93.00167133,43.76227822,0.9251883147,-138.8120319,126.1560941,-18.24404771,103.2839426,-176.5753046
3687,16,96,32,0,1,1,1,1,1,1,1,1,0,1,1,166.0284521,256.4993299,281.819675,6.97546374,4.865869873,10.40744795,168.2872683,257.303304,281.2784401,11.32651324,3.685177046,9.411709693,-6.445218961,-0.9841047479,7.429668813,6.510678445,0.9771414375,-7.487462846,166.0177351,256.4957278,281.8189015,2.318710462,4.627601231,7.13677757,168.2526954,257.2997844,281.2594024,9.171589969,3.365791187,5.509756162,0,-140.3563976,124.362662,12.12758611,-96.34115648,95.40752534,0.4760230397,-140.6364309,124.5722842,-3.132376131,146.0821418,162.9927668
3688,16,96,32,0,1,1,1,1,1,1,1,1,1,0,1,160.983657,257.9291077,282.4730972,67.99340114,73.39867955,37.8129379,166.3446676,265.7724983,275.0875778,70.39850853,73.79284747,32.73012385,-46.811268,48.42127456,-1.609706893,47.05235319,-48.49585407,1.443837564,160.8123106,257.065822,281.7755198,11.00772141,17.30490395,23.53027356,163.3462857,263.4833848,274.6790512,20.38483428,18.00322448,14.83720835,0,-138.216687,124.1815091,-134.7810146,-46.36974189,97.85566821,2.431260699,-139.1121211,123.8346455,22.83258772,147.542113,-100.1453554
3689,16,96,32,0,1,1,1,1,1,1,1,1,1,1,0,162.6386886,256.2223782,283.1255477,3.392216993,15.02737526,16.37356703,164.1355907,258.1231489,281.9995679,10.43897624,15.57560962,13.73978274,-1.038962643,11.0752623,-10.03568199,1.055165023,-10.97872409,9.924157615,162.4140259,255.9995673,282.8348353,2.725211799,4.267732878,9.071802238,163.9722077,258.0361524,281.8286434,10.23432736,6.133332583,2.814373635,0,-138.357708,124.3652515,-63.45346004,-46.75875154,110.2961262,0.8845472045,-138.4835124,124.3541288,13.807991,177.4784161,175.000793
3690,16,96,32,1,0,1,1,1,1,1,1,1,1,1,1,165.0447711,254.7115531,283.3083939,3.960865287,8.5392549,10.78093463,166.4098442,256.3707804,282.4278334,9.698563425,9.218276561,6.746059759,1.844942487,-7.609648312,5.765075644,-1.87553653,7.5734536,-5.697544709,165.0347889,254.6908794,283.2988394,3.163490836,3.631743542,8.891918877,166.4001631,256.3684499,282.4293921,9.399444808,5.078516141,3.030524277,0,-139.1274526,124.7998648,-45.66290337,-59.49611144,109.8446162,0.7578070334,-139.2444721,124.7928197,13.90472802,176.0583752,173.1752713
3691,16,96,32,1,0,1,1,1,1,0,1,1,1,1,1,165.5809189,251.7339395,285.0735264,8.495836322,28.52652893,23.54733905,166.6732905,251.7446362,285.8978418,8.492734649,28.47659954,23.57362801,5.467655994,-27.04154291,21.57409845,-5.475177442,27.01637567,-21.54101947,165.4736891,251.6423392,285.0008584,5.687343272,2.272946883,5.205646186,166.5456159,251.6668556,285.813602,5.684057381,1.932978706,5.486906953,0,-138.3662355,125.4296217,-0.1500623815,-142.5089178,123.3596315,0.1524264329,-138.3548053,125.5168101,-0.2556289583,-133.5996775,127.196748
3692,16,96,32,1,0,1,1,1,1,1,0,1,1,1,1,168.3790128,459.6065979,309.159992,10.89040475,15.69168592,17.62048886,168.3235752,459.7831758,309.755364,11.81950132,17.40591034,19.20259779,2.818749183,1.799372941,-4.62153981,2.365796557,-7.2535311,4.884588756,108.2912913,308.904005,277.0315869,3.781703147,4.018534818,4.002125814,108.6277312,307.9621667,277.5507623,4.10071305,4.327022673,7.268456508,0,-128.7251259,110.4412209,-20.46135724,176.5509134,79.04728805,0.3870963812,-128.5369622,110.7645392,18.51067922,-79.38057596,127.0718507
3693,16,96,32,1,0,1,1,1,1,1,1,0,1,1,1,166.0238266,256.5207602,281.8142117,6.81626091,4.854925497,10.33729742,168.23981,257.3215137,281.2403456,11.16931228,3.66947486,9.229847974,6.3017177,0.9878939732,-7.289292298,-6.365957877,-0.9817964848,7.348071213,166.0135305,256.5174498,281.8136341,2.35873433,4.623436127,7.215809751,168.2068717,257.3183093,281.2221847,9.11029225,3.358652352,5.438566779,0,-140.3567996,124.3584976,9.957928576,-96.4156676,95.75348483,0.4797509746,-140.636624,124.5630196,-2.654698646,146.1030939,163.580162
3694,16,96,32,1,0,1,1,1,1,1,1,1,0,1,1,161.9472429,254.02464,286.262523,28.09567526,65.76729699,68.00618315,170.6379965,252.7529567,282.2998409,34.02533974,64.88344851,68.09657959,-0.1048815491,-44.15020465,44.25537149,0.1101369553,43.93894188,-44.04880232,161.4466183,251.6854867,284.8956469,12.95442096,15.58754559,16.15807975,169.6353128,252.5072365,281.8058421,22.80447286,12.84976096,18.59601751,0,-137.1453297,125.2488074,141.50157,-94.59148132,40.14507549,1.0519145,-138.5038836,126.5224401,-20.54539082,98.3439438,-174.5370909
3695,16,96,32,1,0,1,1,1,1,1,1,1,1,0,1,161.7609866,257.8258396,282.6284397,3.367640238,16.16737373,17.3354615,163.3815139,259.8790601,281.6834592,10.96594407,16.58804586,15.16963945,0.52757047,-12.5290281,11.99637984,-0.5601887473,12.40821675,-11.85329371,161.3728501,257.5450838,282.2192667,2.465285197,4.125459303,8.868279039,163.0989771,259.6273448,281.3134412,10.69949336,5.773961444,3.679636979,0,-138.3120904,124.0499376,-74.54169024,-51.99213452,104.4686275,0.9450262036,-138.4085465,124.0781048,12.88112313,176.1194639,177.193587
3696,16,96,32,1,0,1,1,1,1,1,1,1,1,1,0,161.1298949,257.9048847,282.6076562,66.82461022,71.97617754,36.88836906,166.3067128,265.575934,275.2641182,69.20372507,72.37836265,31.69805552,46.10005252,-47.51584373,1.416867022,-46.3334988,47.58850239,-1.253908674,160.962845,257.0544585,281.9268322,10.69840716,17.10947606,23.28816489,163.4106303,263.3415734,274.8753325,20.02518534,17.84054912,14.49694413,0,-138.2276984,124.1908649,-133.6627454,-46.0054885,98.70580169,2.381875161,-139.1247991,123.8412823,23.02627501,148.0277422,-99.16881796
3697,16,96,32,1,1,0,1,1,1,1,1,1,1,1,1,166.506855,257.9489827,280.4227403,9.593189967,3.508494024,7.581430258,166.4190232,257.4882002,282.3298861,4.855088353,4.793894122,8.385730168,-3.920882781,-1.271050953,5.192237427,3.843268552,1.280114771,-5.123070581,166.4939749,257.9467893,280.4161458,8.730799948,3.118542761,5.459227059,166.411939,257.4860848,282.3311646,2.895426674,4.514329032,6.584931499,0,-141.0585326,123.939164,-6.417473971,145.911405,155.9715843,-0.07519500493,-140.7669727,123.8778335,18.41437264,-99.61502755,97.6198569
3698,16,96,32,1,1,0,1,1,1,0,1,1,1,1,1,165.3815826,256.3131856,281.9537281,9.801802748,9.645617692,6.998049641,166.0380377,254.7542394,284.4651398,3.711795362,8.972790259,11.02565456,1.7680945,-7.855703797,6.087912859,-1.737611954,7.877546911,-6.139633371,165.3735965,256.3118981,281.9539785,9.515036524,5.387012902,2.917755278,166.0282134,254.7369346,284.4510407,2.885460073,4.018330637,8.969683274,0,-139.9744793,124.2214054,11.8215529,172.5509324,173.5453928,-0.442259491,-139.8121098,124.3778954,-44.59836468,-58.82171472,109.8776561
3699,16,96,32,1,1,0,1,1,1,1,0,1,1,1,1,167.6456871,255.5927173,281.7329555,14.47837282,3.850904004,12.63464809,167.2838702,255.1041244,283.8423194,11.28133179,5.502132191,13.11774059,-8.348346912,-0.5588418429,8.908544876,8.170830503,0.5641069536,-8.733590289,167.4377332,255.5236473,281.631921,9.168004892,3.528711188,5.763675264,167.1771014,255.0506635,283.8154012,2.656340723,5.282994616,7.070856979,0,-140.7335602,124.5315101,-7.578261341,134.4030928,163.1141284,-0.09782042279,-140.3662742,124.4393247,25.53229547,-98.92153755,93.74003323
3700,16,96,32,1,1,0,1,1,1,1,1,0,1,1,1,242.4642814,243.9932087,426.4571958,31.95106108,24.7072604,26.05116728,244.7874469,247.4619701,428.0594227,31.27728557,25.26108087,24.06718138,-11.4271273,2.902490715,8.5288093,4.9594166,-5.361926701,0.4050084494,195.0610832,158.4711021,336.3395028,3.885440731,4.775280441,7.624378067,197.5888182,160.873912,338.5189069,9.724047261,6.760266311,7.066123472,0,-120.1094293,144.7037762,14.8398574,8.488509235,173.9768518,0.2528484014,-120.0357976,144.5542533,-6.075919787,-153.6155704,112.5139882
3701,16,96,32,1,1,0,1,1,1,1,1,1,0,1,1,167.5211959,260.5156144,278.4739955,22.83857252,5.103109214,26.84715485,168.6209041,260.6398127,279.1835667,22.80332702,5.108383149,26.7242501,-21.27113173,-3.834588131,25.10595713,21.18243941,3.840100414,-25.02229784,167.4291274,260.4466181,278.4241988,5.646370115,2.170620048,5.321248793,168.4866123,260.5694207,279.1385088,5.864162928,2.170094869,5.12476045,0,-142.4529881,123.434148,-2.064020394,-142.5153472,121.2951807,0.1825730694,-142.4417609,123.5079267,1.604288987,-142.4872328,125.4382328
3702,16,96,32,1,1,0,1,1,1,1,1,1,1,0,1,170.7622566,255.0172142,281.707345,57.5453506,25.25315162,55.99403055,166.6349647,260.1408963,279.9220376,56.91676217,27.76285653,53.21043203,-38.08055144,0.9256310485,37.15530193,37.65801943,-0.9405978705,-36.71699607,169.1754341,254.5978648,280.2747526,14.74723807,12.78063144,17.34099469,166.2262387,259.444449,279.7883707,15.65954405,17.03938655,8.309783245,0,-141.4096189,125.0202723,-71.92564418,33.21237877,144.7296111,1.6890858,-140.4322084,124.0197894,63.69214704,-145.3383901,-9.398220924
3703,16,96,32,1,1,0,1,1,1,1,1,1,1,1,0,164.9431673,257.9553489,280.8555918,12.55441921,7.797719588,9.636509443,163.9909744,259.1402827,281.8362869,10.70168518,10.12389337,4.688865648,8.6078863,-6.99901437,-1.608569238,-8.640949361,7.036976431,1.604294735,164.9360759,257.9498932,280.8571957,8.91050852,2.844366546,9.360195298,163.9594666,259.1118054,281.8362016,5.980809674,7.015818995,4.092550591,0,-140.1692577,123.9472507,-31.95026948,62.69064804,146.4585157,0.4185054715,-139.7518388,123.5858329,51.43206086,-131.0233805,61.49707181
3704,16,96,32,1,1,1,0,1,1,1,1,1,1,1,1,166.4994973,257.9439582,280.4243466,9.575124428,3.506982253,7.573856214,166.4194391,257.4848187,282.3311596,4.855315129,4.789816676,8.389127069,3.913076999,1.280000159,-5.192744635,-3.835718053,-1.289666553,5.125689158,166.4866616,257.9417422,280.4178249,8.714508347,3.109974768,5.448080901,166.4123561,257.4826991,282.3324541,2.905652582,4.505246238,6.588457324,0,-141.0548939,123.9395,-6.350439537,146.0255441,155.942915,-0.07512237662,-140.7643889,123.8790746,18.1001927,-99.67875808,97.71586805
3705,16,96,32,1,1,1,0,1,1,0,1,1,1,1,1,168.4334794,254.7205848,282.61641,14.35256994,4.134607011,12.71171452,168.0488602,254.1947424,284.5316864,11.20766297,5.448148848,12.96451707,9.179525059,0.7679795868,-9.946184834,-8.96159236,-0.772374841,9.735305448,167.9936149,254.5249621,282.4582708,9.041371385,3.33783016,5.689990679,167.7604331,254.0416475,284.4613052,2.837853159,4.877657668,6.647794535,0,-140.5672201,124.8249342,-8.046698025,140.3218982,158.1430155,-0.08487494107,-140.2348736,124.7397863,25.05994179,-98.24460182,96.53097129
3706,16,96,32,1,1,1,0,1,1,1,0,1,1,1,1,168.8191778,252.5883652,282.8392468,32.15994934,61.69619666,64.75831651,162.8125661,253.6615266,288.3097883,25.88701964,62.45827061,64.39455263,-0.1400858642,41.74810005,-41.60768768,0.2426668371,-41.88042686,41.63811021,168.1165299,252.3864446,282.3607514,22.1180654,12.48763566,17.58813039,162.3602644,251.6345708,286.9478723,12.12137784,15.10464811,15.25678966,0,-140.0582029,125.1317872,-21.42218035,99.07047919,-175.7520512,-0.6885047154,-138.7241539,124.0897598,139.0482812,-94.65006422,41.23411515
3707,16,96,32,1,1,1,0,1,1,1,1,0,1,1,1,167.532764,260.5132855,278.4815026,22.86929479,5.101942971,26.87681614,168.6295925,260.6390334,279.1867506,22.83038292,5.107913668,26.75216009,21.29367283,3.834065276,-25.12749511,-21.20520774,-3.83990463,25.04536453,167.4402258,260.444305,278.4318212,5.654374271,2.169827423,5.326191085,168.4943221,260.5683854,279.1416247,5.856987197,2.17085933,5.119621153,0,-142.4542386,123.4365297,-2.080596309,-142.5354912,121.3636849,0.1842401705,-142.4427089,123.5100272,1.626220101,-142.4693306,125.3757818
3708,16,96,32,1,1,1,0,1,1,1,1,1,0,1,1,241.574295,240.8485017,425.8984675,33.06566072,24.23442705,26.28670069,245.4210496,248.820016,428.8831854,32.47480725,26.03109303,24.07993428,26.19321878,-7.850933836,-18.34055415,-19.6537252,10.28626944,9.368893882,193.4904476,157.1728928,334.3993423,6.799718479,10.22858751,9.120025282,199.6027613,161.8797415,340.3812044,17.96317118,12.526062,16.17582962,0,-119.8624319,144.8738692,122.4204122,26.87219457,-120.2793134,0.5814951591,-119.3234434,144.8641826,-18.58809224,-146.4164853,110.6328165
3709,16,96,32,1,1,1,0,1,1,1,1,1,1,0,1,164.9396674,257.9544816,280.8548844,12.53930935,7.737531859,9.625398135,163.9826479,259.1203826,281.8393033,10.64791144,10.06027396,4.696155756,-8.56687874,6.944321698,1.622895912,8.599972769,-6.982747109,-1.616910839,164.9325752,257.9490434,280.8565038,8.930835694,2.817156574,9.345939409,163.9513798,259.0921893,281.8391636,5.94706241,6.980343425,4.094520057,0,-140.1686126,123.9456545,-31.75007544,63.43898931,146.4615044,0.4124992669,-139.7525458,123.5851984,51.59081881,-130.7832576,61.69374315
3710,16,96,32,1,1,1,0,1,1,1,1,1,1,1,0,170.3708503,255.3665561,281.5082111,54.72576503,24.11618214,53.13979648,166.6610867,260.2550422,280.1098871,54.17973178,26.65012992,50.46430824,36.49406843,-1.073901237,-35.4192515,-36.08732988,1.087307161,35.0009093,168.9282534,254.9759661,280.1975423,13.85908017,12.29678829,16.42019259,166.2893289,259.6197267,279.986068,14.94098478,16.56343616,7.611584346,0,-141.4037887,124.9097393,-71.42023847,33.74082777,145.4921256,1.595558617,-140.4536971,123.9710192,61.66963994,-144.9045279,-4.802645251
3711,16,96,32,1,1,1,1,0,1,1,1,1,1,1,1,162.8224013,259.4253713,280.7956721,11.33929907,10.45815617,4.791661072,165.6436485,258.4511406,281.4219791,12.85166087,8.389798844,9.446710346,9.545618781,-7.787149873,-1.758116645,-9.445438741,7.722872583,1.72288957,162.7966263,259.3751642,280.792858,5.624069571,6.587500229,4.056007282,165.6343837,258.4376004,281.4233703,8.378283543,2.33573571,9.105401902,0,-139.8396024,123.4240212,45.95425697,-134.1997682,64.66252373,-0.06725387604,-140.1790709,123.9018464,-29.1607242,56.65054383,145.8404022
3712,16,96,32,1,1,1,1,0,1,0,1,1,1,1,1,163.8070417,265.7991685,276.6358638,62.99476358,64.88476854,26.29825391,161.9698575,258.6536497,284.1288761,60.27720061,64.27367632,31.42108856,42.32737375,-42.75073911,0.4238693132,-41.85275275,42.56425576,-0.7109853195,161.9330844,263.4330518,276.2650544,18.37022561,16.04202881,11.56428072,161.7618585,257.8150404,283.6018821,8.960114858,14.99226108,20.48965984,0,-141.4129015,121.8998174,20.51598813,150.4615574,-100.6910936,-1.825698728,-140.6956702,122.378633,-132.6013223,-45.17293566,99.51928913
3713,16,96,32,1,1,1,1,0,1,1,0,1,1,1,1,163.7660448,257.5807702,281.7090671,10.49344738,14.45056617,12.86357682,164.246129,255.7997179,284.3273872,3.036288846,13.97280974,15.50852349,-0.9229243338,10.80227983,-9.88183032,0.9046203201,-10.86109117,9.954076469,163.7274233,257.5524583,281.6689304,10.35053765,5.834758133,3.296901532,164.190313,255.6938315,284.2171761,2.506355467,4.379024973,9.154505493,0,-139.542315,123.8714967,12.01056595,172.0940271,179.8002449,-0.5579043317,-139.3933141,124.0204036,-63.21713235,-54.79830531,106.4560237
3714,16,96,32,1,1,1,1,0,1,1,1,0,1,1,1,165.150728,261.3800304,278.684518,60.40343846,29.40099605,56.45241264,171.8267898,256.1256955,282.163492,60.46638552,26.88911739,58.79892547,40.16076886,-1.23116992,-38.92928687,-40.25448733,1.173509505,39.08141884,164.6452356,260.5811229,278.6018755,16.03517184,17.6150162,8.624634467,169.6523481,255.6391684,280.809574,14.6138281,13.34070554,17.66606323,0,-141.8045564,122.8742314,61.10197035,-148.5654927,-12.3629704,-1.447650425,-142.750335,124.0390857,-75.44353165,29.4139671,143.1540162
3715,16,96,32,1,1,1,1,0,1,1,1,1,0,1,1,162.8399207,259.4665708,280.7747785,11.39480884,10.53010931,4.791349927,165.6631652,258.4826218,281.3988816,12.89619362,8.465737684,9.457221611,9.603293154,-7.857464865,-1.745504654,-9.501787804,7.792553441,1.709581492,162.8134581,259.4148335,280.7718076,5.635835977,6.610725389,4.063198219,165.6538657,258.4688372,281.4001874,8.380919199,2.3567971,9.119645761,0,-139.8589655,123.4158187,46.00190422,-134.2746849,64.42488367,-0.06882838132,-140.1998689,123.8952263,-29.24303673,56.37726963,145.8948579
3716,16,96,32,1,1,1,1,0,1,1,1,1,1,0,1,253.7314311,373.7171347,339.2383217,16.68774079,14.74966006,12.11528358,254.9210117,373.5931052,340.2377002,14.20286178,14.06524871,11.2980592,5.886040679,-2.042759009,-3.839667472,4.010450334,-0.4899890013,-3.517879887,187.2881684,313.9183953,240.796364,8.399221023,3.902417121,4.890918938,187.9436044,313.7133889,241.5571962,4.475062351,1.463818902,4.200687386,0,-163.6446933,114.463621,-1.926424324,-171.5326513,120.471806,0.08188660376,-163.6280331,114.4696513,2.937576598,-142.3674012,107.1911747
3717,16,96,32,1,1,1,1,0,1,1,1,1,1,1,0,159.5451693,261.5075937,280.23286,45.02282698,38.76224713,8.82080919,160.6367847,261.4987864,281.0421084,44.84124226,38.71946658,8.720745263,41.61409541,-36.27915435,-5.334827635,-41.47558138,36.22753312,5.248214774,159.2281835,261.1596601,280.0571894,5.584075952,2.093413266,5.276344008,160.152568,261.2400991,280.8633335,5.365837907,2.281899327,5.225405546,0,-138.7091805,122.8293815,-2.608654357,-144.895069,123.0363762,0.1660315812,-138.6769591,122.8951811,2.301401817,-133.1116115,122.4042731
3718,16,96,32,1,1,1,1,1,0,1,1,1,1,1,1,162.8246115,259.4486005,280.7917301,11.40859951,10.53628424,4.795864005,165.6421008,258.4633585,281.4149579,12.89606332,8.472999917,9.45025536,-9.606709574,7.851322562,1.755704935,9.506195957,-7.787319246,-1.718570213,162.7983145,259.3975155,280.7889023,5.640010907,6.611611443,4.062753185,165.6327707,258.44967,281.4163245,8.36469898,2.356765311,9.109887036,0,-139.844692,123.4196628,45.85275887,-134.3164449,64.57704159,-0.06937308989,-140.1853046,123.8982227,-29.24906909,56.23080283,145.8841921
3719,16,96,32,1,1,1,1,1,0,0,1,1,1,1,1,162.4474052,258.1247015,282.2383932,10.29120264,14.51739476,13.16652955,163.1467011,256.6915458,285.2121311,3.940232508,14.32278652,16.0101129,1.250233938,-12.13414271,10.88441255,-1.249724925,12.23124925,-10.980856,162.0290668,257.9406693,281.8200264,9.834750323,5.408732274,3.36585313,162.5579237,256.3221069,284.5785519,2.575751808,4.56354709,9.468422434,0,-138.8437423,123.6766147,11.77879335,166.4937092,-174.7014623,-0.5097203176,-138.6290399,123.8183161,-54.12936076,-63.53651927,105.3929914
3720,16,96,32,1,1,1,1,1,0,1,0,1,1,1,1,163.7198382,266.2150501,275.947711,66.79415718,69.72058966,30.27575,161.4315298,258.7146113,284.4373779,63.97755826,69.16739103,35.26090851,-44.66603322,45.90859694,-1.241996363,44.16709667,-45.72020138,1.553668634,161.6147458,263.5752601,275.5074938,19.42491739,17.35464225,13.64399748,161.1941348,257.6871357,283.7591967,9.844716118,16.60307847,22.35998603,0,-141.5402135,121.7488558,19.84820459,145.86684,-101.8483817,-1.969469581,-140.6543191,122.2182123,-136.6200387,-48.62464049,96.94058361
3721,16,96,32,1,1,1,1,1,0,1,1,0,1,1,1,162.8337232,259.4745781,280.7705312,11.45076093,10.58722222,4.789602302,165.6561132,258.4865666,281.3941762,12.93816788,8.531834131,9.459957252,-9.651308011,7.910015681,1.741591058,9.549227035,-7.84542506,-1.703509879,162.8068356,259.4219839,280.767565,5.643294234,6.617783497,4.061618208,165.6468125,258.4726135,281.3954523,8.376173292,2.362518301,9.122767977,0,-139.8587484,123.4139719,45.97590187,-134.3275749,64.37976509,-0.06930611939,-140.1998321,123.8938465,-29.28945551,56.20049154,145.8866512
3722,16,96,32,1,1,1,1,1,0,1,1,1,0,1,1,165.201529,261.474712,278.8253529,58.82091161,28.87655775,54.7811153,171.5632803,256.3317196,282.0626011,58.82404454,26.35098052,57.06894517,-39.28606288,1.383967284,37.90247841,39.37772185,-1.327894655,-38.04950108,164.7202299,260.7115777,278.7458907,15.65196287,17.42533079,8.158286943,169.5002897,255.8643796,280.7738195,14.03134307,13.14692102,17.07042068,0,-141.7843065,122.8812053,59.51347663,-148.4086441,-9.546627498,-1.397711346,-142.7148047,124.0060588,-75.63413782,29.58188887,143.706629
3723,16,96,32,1,1,1,1,1,0,1,1,1,1,0,1,159.527647,261.5042907,280.2245835,45.05375472,38.79760337,8.822625009,160.6320052,261.5156035,281.0343067,44.88068705,38.75809633,8.722995443,-41.64952416,36.31768154,5.33195151,41.51139519,-36.26676437,-5.244484652,159.2104474,261.1585182,280.0481227,5.549133847,2.065740489,5.275913854,160.1465982,261.255243,280.8555279,5.399338272,2.304618643,5.225544588,0,-138.7051989,122.828234,-2.574767733,-144.2423009,123.0627947,0.1695148035,-138.6728697,122.8938473,2.238262795,-133.8180464,122.3752172
3724,16,96,32,1,1,1,1,1,0,1,1,1,1,1,0,253.987126,373.5841578,339.3520182,19.39736365,18.77209335,13.87932128,255.3375557,373.5843746,340.0350885,18.41738273,18.68088332,13.47358577,-5.954059711,2.523035734,3.434158853,-3.855237478,-0.02502231348,3.883167896,188.3563503,314.6492297,241.240491,6.890769634,2.2077281,4.721977237,189.5219498,314.7626109,241.8091322,6.053360812,3.040181359,4.469230958,0,-163.8437195,114.6235037,-0.08443160619,-166.5920363,124.5010933,0.1780822306,-163.8384515,114.6981754,-0.317406881,-161.9368875,103.9849725
3725,32,96,16,1,1,1,1,1,1,1,1,1,1,1,1,203.364505,298.2426005,205.9741035,4.019077851,2.002928562,7.692545924,203.6697504,298.6185657,207.1104586,3.754075032,3.002938643,6.460649732,0.007692961524,-0.001263061017,-0.006238319018,-0.007845841847,0.0008452604212,0.007167897527,203.3578264,298.2473608,205.9737689,4.018259514,2.001777336,7.692152061,203.6630713,298.6233649,207.1101341,3.753180801,3.002185006,6.460201806,0,-103.8266054,153.0139628,-10.98530652,-95.9730093,152.3877681,0.1190380316,-103.7997447,153.1185711,11.57141883,-109.1207864,153.2737472
3726,32,96,16,1,1,1,1,1,1,0,1,1,1,1,1,203.4847611,298.0420805,206.2800376,6.777712535,7.880914754,7.578045864,204.0995832,297.1653326,208.9437127,3.353741074,7.904944157,10.87467846,1.577169826,-6.668591829,5.091597587,-1.551433497,6.692517907,-5.140896748,203.476452,298.045711,206.2789652,6.460558541,4.090989139,5.445501838,204.0912189,297.1577585,208.9321923,2.668451137,4.098108957,9.485902078,0,-103.4896881,153.1849599,19.41811583,-156.2572287,176.9775353,-0.3098256223,-103.2957284,153.3465864,-54.72042414,-50.80329577,139.5420443
3727,32,96,16,1,1,1,1,1,1,1,0,1,1,1,1,203.4803235,298.0473406,206.2800891,6.786655868,7.900018416,7.596926536,204.091911,297.1685518,208.9457125,3.341635698,7.919950385,10.88643938,-1.564762369,6.679934581,-5.114968977,1.538741548,-6.704893341,5.166339267,203.4720692,298.0509577,206.2790326,6.473513131,4.104723555,5.44566528,204.0834665,297.160822,208.9340506,2.661693102,4.103718012,9.484272267,0,-103.4895151,153.1840826,19.3887521,-156.2841325,176.9493766,-0.3112305059,-103.2949617,153.3448371,-54.97337773,-50.62615632,139.5525504
3728,32,96,16,1,1,1,1,1,1,1,1,0,1,1,1,203.7256258,298.0834319,205.8144866,5.736872581,5.457567769,11.67758531,204.6636243,299.0497262,205.5257027,9.164899102,4.311691443,9.351668736,5.259202719,1.398753453,-6.657791383,-5.306206373,-1.394391185,6.700779031,203.716627,298.0873596,205.813616,2.043230825,5.117443172,9.497185616,204.6406735,299.0525146,205.5117877,7.399498135,3.873231683,6.381949426,0,-104.1654886,152.8936791,-75.55136561,-59.21705942,130.7113794,0.5235796599,-104.4240847,153.1822849,15.56178382,-173.7219331,-173.4799792
3729,32,96,16,1,1,1,1,1,1,1,1,1,0,1,1,203.7278429,298.0813772,205.8153578,5.733496884,5.453266436,11.68084692,204.6606155,299.0454101,205.5262892,9.147786609,4.310894751,9.345243193,-5.253469219,-1.407667575,6.661306603,5.299839741,1.402432622,-6.702102618,203.7188604,298.0852989,205.8144787,2.046793659,5.109119019,9.499407241,204.6376996,299.0481352,205.5123481,7.38205396,3.867350701,6.370007281,0,-104.1648933,152.8944531,-75.06042622,-59.24597279,130.790549,0.5225143991,-104.42289,153.1822745,15.59099394,-173.6259067,-173.5290536
3730,32,96,16,1,1,1,1,1,1,1,1,1,1,0,1,202.3850417,299.2979817,205.7074558,12.82961952,8.518772947,12.39914171,200.6286165,301.3341885,206.5254314,10.84414827,11.20367291,4.448466706,-9.474889668,7.586230116,1.888855419,9.503286773,-7.628123561,-1.874963815,202.378185,299.2977662,205.7061151,8.306098458,2.942381672,12.11528822,200.5939207,301.3091307,206.5211828,4.631236155,7.80675197,3.586528405,0,-103.8838182,152.8665872,-33.65518428,54.13812199,165.4506365,0.1663017749,-103.6174554,152.3857618,81.99345125,-111.9451142,103.1086121
3731,32,96,16,1,1,1,1,1,1,1,1,1,1,1,0,202.3776164,299.3051439,205.7033942,12.86943638,8.569370802,12.39247352,200.6249417,301.3400175,206.5239442,10.89634196,11.24189876,4.45992087,9.525829548,-7.631579115,-1.894087639,-9.554742547,7.672802586,1.882130204,202.3707696,299.3048497,205.7020198,8.297676512,2.940180142,12.10580797,200.5898327,301.3145237,206.5196173,4.627743863,7.804913202,3.59174081,0,-103.8855722,152.864267,-33.65652453,54.15203021,165.4537631,0.1662800702,-103.619235,152.3842676,81.90136272,-111.9371546,103.2294284
3732,32,96,16,0,1,1,1,1,1,1,1,1,1,1,1,203.1870072,297.6115957,207.3392126,3.467108489,7.210713781,10.8532696,203.6211381,298.8049501,207.1673254,6.943910442,7.195363798,7.167661183,-1.371178033,5.839814422,-4.468451385,1.402510425,-5.805524797,4.403176046,203.178161,297.6029635,207.3334785,3.026749587,4.148600332,9.783889075,203.6108004,298.8076166,207.1668044,6.730451996,4.170271327,5.472330588,0,-102.8670985,153.5686683,-61.72442532,-49.45946233,137.7027381,0.4987041326,-103.0404364,153.7337365,23.36770509,-156.1185603,-177.8845124
